ds,yhat,yhat_lower,yhat_upper,Country
1859-01-01,-15457434.309415929,-104067625.4162514,78410222.81528981,India
1860-01-01,-14839469.218937255,-99634731.82331626,73548775.5768514,India
1861-01-01,-14244293.84888516,-101368552.51576078,75241084.0611535,India
1862-01-01,-13053875.38716244,-104394929.98156068,76561172.36291592,India
1863-01-01,-12149335.124911856,-107972750.45995834,82773826.52683814,India
1864-01-01,-11531369.749893762,-102281228.83142155,76376497.5506272,India
1865-01-01,-10936194.09455258,-102456241.6011409,83549256.05705298,India
1866-01-01,-9745775.348282684,-101040525.10190766,77725796.93005249,India
1878-01-01,178525.62196341902,-87355567.9132019,91010002.38105121,India
1879-01-01,1083066.1687462293,-93143019.78535034,92036617.60791817,India
1880-01-01,1701031.896933578,-89225918.83279748,92825703.58770566,India
1881-01-01,2296207.9064437263,-94105425.79827827,91837328.30658233,India
1882-01-01,3486627.0058743134,-84925978.85461977,95630099.58462329,India
1883-01-01,4391167.905842014,-86928214.33485249,97838797.46743503,India
1884-01-01,5009133.634026822,-87491728.04963528,89646915.60413402,India
1885-01-01,5604321.259500604,-86747885.83232225,90965433.7237814,India
1886-01-01,6794751.94319566,-74967344.26922841,98898994.63247317,India
1887-01-01,7699304.427408215,-76318065.61081858,99614937.25283958,India
1888-01-01,8317281.739841763,-88456105.8890234,99501502.43210071,India
1889-01-01,8912469.365325678,-77831666.61651543,105880786.53538436,India
1890-01-01,10102904.977431323,-79309135.34472926,101806187.41176552,India
1891-01-01,11007462.39005763,-84957848.8294776,103441260.20606276,India
1892-01-01,11625444.630911816,-74158073.07751627,99455347.52415939,India
1893-01-01,12220637.198325101,-79335303.7985708,103725635.07707676,India
1894-01-01,13411072.810427718,-80651017.96209508,101543219.4001271,India
1895-01-01,14315638.59795006,-77168135.40761034,102193247.83294213,India
1896-01-01,14933629.213694505,-73062487.83402048,102261015.24350028,India
1897-01-01,15528830.178935323,-71347888.46507233,105029261.04254265,India
1898-01-01,16719274.16592802,-76921396.36046614,109619859.92415522,India
1899-01-01,17623839.953453124,-69061272.67759882,106617606.58757906,India
1900-01-01,18241830.508271027,-67919670.19787548,111228798.76496586,India
1901-01-01,18573041.595440455,-65919100.820973895,113068008.62969765,India
1902-01-01,18617762.25000439,-72420008.51869655,110982990.7484035,India
1903-01-01,18376774.66662717,-69917494.17225602,102895921.37338561,India
1904-01-01,17851430.59917243,-77271404.78643475,117413858.13984151,India
1905-01-01,21881397.71201501,-70817450.97754505,103214551.161362,India
1906-01-01,21926195.76303222,-72420699.31090121,112516747.03940716,India
1907-01-01,21685285.576087855,-65360560.86164893,118394095.58257064,India
1908-01-01,21159941.508661106,-69516027.17845061,117531837.73881683,India
1909-01-01,25189917.22457219,-67846619.75211631,117572819.54863763,India
1910-01-01,25234723.855148487,-77070651.80993593,118578897.75618932,India
1911-01-01,24993822.247798428,-62329688.63642971,119763318.30130106,India
1912-01-01,24468486.75993962,-62565354.91087518,116341528.61650804,India
1913-01-01,28498462.475849353,-69532415.06022127,116664680.29446729,India
1914-01-01,28543269.53015194,-62859129.41433623,115439005.57620278,India
1915-01-01,28302368.346509412,-61353614.51903225,127538237.07761753,India
1916-01-01,27777033.28237009,-64319742.05161857,123102429.39834058,India
1917-01-01,31807009.423168242,-50097805.498529315,121523127.26383327,India
1918-01-01,31851816.47747535,-52325559.413922526,123826285.28933744,India
1919-01-01,31611091.7020392,-59749965.80214603,120786140.4952367,India
1920-01-01,31085933.046105117,-61362765.204372,116791605.14456098,India
1921-01-01,35116086.078417726,-56630898.067141,127382196.29016876,India
1922-01-01,35161069.540931836,-60104227.82520664,124774123.581262,India
1923-01-01,34920344.76550092,-52370983.95719148,121699060.20421815,India
1924-01-01,34395186.303541794,-51245894.58461756,128006482.11999102,India
1925-01-01,38425339.53037453,-51234261.19433294,127628263.7524484,India
1926-01-01,38470323.18687877,-54997886.986111134,129352040.43692711,India
1927-01-01,38229598.60543074,-56465742.97491871,129917104.65243927,India
1928-01-01,37704440.14347215,-52406142.41555584,119893418.94249451,India
1929-01-01,41734804.93786295,-35701095.458345294,140321327.84084937,India
1930-01-01,41779999.58386622,-52478872.1768012,125958332.95377575,India
1931-01-01,41539485.99192434,-48601135.94297522,128893855.3390154,India
1932-01-01,41014538.519472666,-41549166.73864852,137633490.00424507,India
1933-01-01,45044903.313870244,-48897256.04735605,131861059.43091635,India
1934-01-01,45090698.72856421,-43415362.543246046,132775958.43557945,India
1935-01-01,44850785.905323066,-46540477.35437792,137848922.7287112,India
1936-01-01,44326439.20155989,-48950565.13029553,132528369.34606126,India
1937-01-01,48357406.410587475,-41350997.62602071,138681842.91674125,India
1938-01-01,48403201.82528158,-43333976.39397907,139943911.26969728,India
1939-01-01,48164650.203188896,-36770979.57308004,142024969.28672892,India
1940-01-01,47641664.70058528,-48090740.15585758,140506674.13451305,India
1941-01-01,51673996.840085596,-35672901.50907721,137444074.3814865,India
1942-01-01,51721153.45593662,-37559069.843515314,143543328.53777424,India
1943-01-01,51482601.833845876,-39939586.46258734,147401119.34055278,India
1944-01-01,51119937.050023876,-41591897.07846244,136520460.71221247,India
1945-01-01,55313029.143145226,-36140161.72500923,142599682.51109052,India
1946-01-01,55520506.47777274,-32669394.006607685,146724325.3549682,India
1947-01-01,55442275.57445511,-39130830.61730185,141825002.93486416,India
1948-01-01,55079610.79063596,-36274763.47690192,138609354.5019884,India
1949-01-01,60724627.54194517,-29909625.23739798,159654919.28889647,India
1950-01-01,62380062.52749874,-25965912.975784797,149810691.31581518,India
1951-01-01,63749789.27510528,-34002155.733421296,150851618.64132524,India
1952-01-01,64835082.14221138,-26217308.624988962,161012905.4100855,India
1953-01-01,70480098.89351976,-14336125.942423647,159466101.39689246,India
1954-01-01,75283053.40015034,-21408932.732696235,157998454.91692418,India
1955-01-01,79800299.6688325,-8892017.203033134,170505829.79226846,India
1956-01-01,84033112.05701014,-7544344.564432257,170660873.8616284,India
1957-01-01,92834271.6705491,2222740.784684487,188596949.18659633,India
1958-01-01,97637226.1771776,3171053.07696314,186515155.60999653,India
1959-01-01,103619701.27159318,18512443.78626428,195374409.51903287,India
1960-01-01,109317742.4855008,23065994.57894296,202674553.8178216,India
1961-01-01,119588145.25032,26157354.986170717,207016592.38490087,India
1962-01-01,125856328.58267955,34080038.40722319,211316376.44009876,India
1963-01-01,133447743.81174096,42861800.31553087,225043866.81780657,India
1964-01-01,140754725.16029555,49054719.48326695,232930363.40016156,India
1965-01-01,152638476.1149263,64435780.116275944,246546980.53702155,India
1966-01-01,160515599.5819332,65615924.247669354,251609240.91289043,India
1967-01-01,168107014.81099474,83901424.97968133,261698555.95864606,India
1968-01-01,175859422.57696182,82661232.82641093,264204305.9944065,India
1969-01-01,188189820.29535544,96819406.65081756,276864835.353414,India
1970-01-01,196512370.17977482,108772022.43607625,289608924.57521576,India
1971-01-01,204549211.8262497,114939825.80561282,295839902.7617191,India
1972-01-01,212301619.5922171,122378784.77372727,303230929.1795374,India
1973-01-01,225604914.1608743,139783288.00413954,316857414.074502,India
1974-01-01,234897702.7074415,143923539.093661,325899692.76692927,India
1975-01-01,243904783.01606485,153796799.03528297,337080679.6345166,India
1976-01-01,252627429.44418073,161437987.95393273,340034469.2592505,India
1977-01-01,265930724.01283833,178802150.638712,359767412.58622783,India
1978-01-01,275269333.475811,184158873.91581997,366443879.5116643,India
1979-01-01,284322234.70084053,197462331.89837041,375945377.8563749,India
1980-01-01,293090702.0453622,200830291.081594,383209041.326299,India
1981-01-01,306439943.06718224,212105852.0527981,395497796.9012172,India
1982-01-01,315778552.53015614,227486048.22943434,406650043.2972315,India
1983-01-01,326923747.52520084,233349419.8052257,421325584.4197155,India
1984-01-01,337784508.63973594,247217355.26686054,423361602.08037466,India
1985-01-01,353231775.74327296,263920064.3011337,444590307.1927814,India
1986-01-01,364662678.9762594,275258545.10728115,453086668.7544477,India
1987-01-01,375807873.97130644,285017853.1120998,467096756.61383265,India
1988-01-01,401154628.9345282,314246101.2172028,493729252.4346477,India
1989-01-01,431127577.5411313,342117904.31803524,519198451.0415584,India
1990-01-01,457044474.6228054,356463076.2050778,548831463.9117002,India
1991-01-01,482675663.46653545,386510456.0716247,566226680.9620914,India
1992-01-01,508022418.4297633,413637799.64618975,595034577.346141,India
1993-01-01,583012104.2740833,495612797.267452,679715688.8216199,India
1994-01-01,653822742.0436467,563019309.5543869,746693931.3320639,India
1995-01-01,724347671.5752665,638737746.857183,810975776.063307,India
1996-01-01,794588167.2263819,702730443.2934854,886484746.7953265,India
1997-01-01,869577853.0707022,776975236.7432829,955373440.8485767,India
1998-01-01,940388490.8402678,853330333.8459787,1033756962.2513144,India
1999-01-01,1010913420.3718879,921722865.9618968,1103393532.4238322,India
2000-01-01,1081153916.0229933,983633791.4872867,1173915481.6149054,India
2001-01-01,1156143601.867323,1067670948.2816098,1252866005.7951252,India
2002-01-01,1226954239.6368847,1128305622.363986,1315545898.0154028,India
2003-01-01,1297479169.1685038,1205676613.283181,1387808807.2658658,India
2004-01-01,1367719664.8196268,1279871410.9767535,1464098674.4291437,India
2005-01-01,1442709350.663939,1347021853.2816722,1529345512.0104089,India
2006-01-01,1513519988.4335098,1425601824.8289137,1611471099.5633516,India
2007-01-01,1584044917.965128,1500237759.646238,1671484887.6022663,India
2008-01-01,1654285413.6162395,1563206614.411582,1754105468.3264976,India
2009-01-01,1729275099.4605649,1637344342.6791055,1819763638.9014764,India
2010-01-01,1800085737.2301283,1704437852.367109,1891893201.6609204,India
2011-01-01,1870610666.761748,1777940434.7985718,1959327288.3356056,India
2012-01-01,1940851162.412861,1843601997.3680534,2028480337.184047,India
2013-01-01,2015840848.2571814,1928035169.068565,2108806859.4421034,India
2014-01-01,2086651486.0267437,1991275806.904534,2177962783.6970553,India
2015-01-01,2157176415.558373,2074410106.8638792,2255829364.1785398,India
2016-01-01,2227416911.2094817,2140706410.6976516,2318546101.861524,India
2017-01-01,2302406597.0538063,2214471077.645979,2391754214.8973374,India
2018-01-01,2373217234.8233705,2283223310.3009033,2468712165.2825217,India
2019-01-01,2443742164.3549886,2355612097.614891,2542006113.4078975,India
2020-01-01,2513982660.0061007,2416952016.100391,2601195133.7923975,India
2021-01-01,2588972345.850425,2498753023.6187444,2676405319.112161,India
2022-01-01,2659782983.6199837,2569248177.9673977,2753307373.267413,India
2023-01-01,2730307913.151603,2640409899.2489824,2820201981.914449,India
2023-12-31,2792142891.705722,2698917488.1706142,2879083704.7107234,India
2024-12-31,2870506235.272432,2788638675.7381864,2965348762.4917297,India
2025-12-31,2940183644.95899,2854032692.8127375,3028110271.609116,India
2026-12-31,3009583374.500238,2918375248.9722233,3100374621.105339,India
2027-12-31,3078708640.502363,2985543137.6186056,3168513212.14436,India
2028-12-31,3157071984.069051,3061765951.9193726,3245120306.520668,India
2029-12-31,3226749393.755589,3130026359.8743863,3321907263.635435,India
2030-12-31,3296149123.296859,3201287489.2571626,3388450726.1870885,India
2031-12-31,3365274389.298941,3271346402.797726,3472515979.3133197,India
2032-12-31,3443637732.8656483,3348255974.5217223,3540510012.484442,India
2033-12-31,3513315142.552227,3410547946.284885,3611617480.02267,India
2034-12-31,3582714872.0934377,3477327465.5325365,3682488710.8922653,India
2035-12-31,3651840138.095569,3539701241.1875043,3758754258.5700073,India
2036-12-31,3730203481.662294,3622664027.519669,3833750567.581829,India
2037-12-31,3799880891.3488708,3685818020.6627264,3916638575.8478274,India
2038-12-31,3869280620.8900833,3746378723.0776076,3976036587.734605,India
2039-12-31,3938405886.892229,3818286793.2320886,4051739184.150123,India
2040-12-31,4016769230.4589143,3887180199.306878,4145283760.546376,India
2041-12-31,4086446640.1454577,3955019643.6499443,4217527939.195583,India
2042-12-31,4155846369.6867185,4026110272.4252844,4291961641.655373,India
2043-12-31,4224971635.6888013,4083169069.6600766,4351952928.357733,India
2044-12-31,4303334979.255506,4168165869.158476,4444279069.542621,India
2045-12-31,4373012388.942084,4224929254.1862817,4527907433.14317,India
2046-12-31,4442412118.483338,4287281857.2022424,4605229343.223269,India
2047-12-31,4511537384.485432,4347171195.186971,4681812331.88105,India
2048-12-31,4589900728.052141,4411479884.292145,4758201008.296716,India
2049-12-31,4659578137.738729,4490453866.638221,4836756452.854536,India
2050-12-31,4728977867.279956,4536864484.313514,4913770181.833315,India
2051-12-31,4798103133.282081,4609349833.0294695,4991274066.490799,India
2052-12-31,4876466476.848777,4684173248.731916,5067967542.710768,India
1792-01-01,-216243532.4839102,-794343425.2428561,320350960.7460384,European Union (27)
1793-01-01,-141263720.2688445,-717487712.6398269,417214192.80441624,European Union (27)
1794-01-01,-157186769.20663804,-677037357.581771,398324463.169683,European Union (27)
1795-01-01,-172570434.02854204,-712739008.5709608,431120668.2890446,European Union (27)
1796-01-01,-187386228.5688045,-765239255.6224478,389940012.1651764,European Union (27)
1797-01-01,-112406416.35357255,-651759934.0332419,460838218.1408729,European Union (27)
1798-01-01,-128329465.29186396,-707303536.6630973,390373870.5457881,European Union (27)
1799-01-01,-143713130.11297327,-699325206.9679015,440686679.5829714,European Union (27)
1800-01-01,-158528924.61353692,-694890882.4545704,431720822.5770177,European Union (27)
1801-01-01,-172749267.0731063,-716361810.5516508,407280853.7636554,European Union (27)
1802-01-01,-186347520.58283514,-763269782.05706,389924347.7402273,European Union (27)
1803-01-01,-199298031.9927141,-725262879.3754582,378544362.8525524,European Union (27)
1804-01-01,-211576169.22419396,-819925450.1636926,331773867.48545843,European Union (27)
1805-01-01,-143891962.99860778,-701624971.9294078,427647391.70074046,European Union (27)
1806-01-01,-157490216.50767148,-697263328.4934033,403036185.8763465,European Union (27)
1807-01-01,-170440727.91822407,-719177248.8346773,399462978.9138207,European Union (27)
1808-01-01,-182718865.13357636,-692604465.1610428,379346412.09807795,European Union (27)
1809-01-01,-115034658.89106068,-720408103.0288699,440296275.67554843,European Union (27)
1810-01-01,-128632912.38463151,-656395379.7812104,414399147.705155,European Union (27)
1811-01-01,-141583423.77930474,-719603920.8527719,459080106.70387703,European Union (27)
1812-01-01,-153861560.99375293,-688228940.8400477,410121144.85898924,European Union (27)
1813-01-01,-86177354.75193954,-677395263.8193389,458091558.7828531,European Union (27)
1814-01-01,-99775608.24584413,-668371273.717434,444037066.8604624,European Union (27)
1815-01-01,-112726119.44892743,-644234483.3073038,420068199.6807163,European Union (27)
1816-01-01,-125004256.47342822,-736154326.0754098,455696637.1577384,European Union (27)
1817-01-01,-57320050.04011619,-590342022.3368847,539103747.9123015,European Union (27)
1818-01-01,-70918303.34310049,-644192033.7152469,510628195.84756625,European Union (27)
1819-01-01,-83868814.54682088,-656991909.1289212,489624268.3994882,European Union (27)
1820-01-01,-96146951.57146564,-635479605.7394563,443956056.04925394,European Union (27)
1821-01-01,-28462745.138276696,-566013135.3510116,535992610.9801349,European Union (27)
1822-01-01,-42060998.36190307,-610679508.5713518,505611708.85776985,European Union (27)
1823-01-01,-55011509.48673773,-598601714.9313552,474045319.41194624,European Union (27)
1824-01-01,-67289646.43172723,-593981698.8236523,502476707.3596866,European Union (27)
1825-01-01,394560.0802434683,-570120363.817748,561236101.4078195,European Union (27)
1826-01-01,-13203693.142937183,-588170656.1451715,578139594.4066646,European Union (27)
1827-01-01,-26154204.26783645,-578516343.5648632,506319176.78169656,European Union (27)
1828-01-01,-38432341.21345216,-580363175.9387352,481689599.3209367,European Union (27)
1829-01-01,29251865.299463153,-488572886.49320376,612771160.5726063,European Union (27)
1830-01-01,15653611.958056748,-498282341.29011357,572821554.0921609,European Union (27)
1831-01-01,2703100.716002345,-560471997.5116158,539569004.8162155,European Union (27)
1832-01-01,-9575036.347039282,-609404046.897374,568939489.3981149,European Union (27)
1833-01-01,58109170.04826504,-510459702.52623624,654504724.7015841,European Union (27)
1834-01-01,44510916.70728648,-506701496.5799905,560918329.237927,European Union (27)
1835-01-01,31560405.465693653,-514316874.0926748,631018363.6466144,European Union (27)
1836-01-01,19282268.402825296,-593219853.4472264,580773830.7252172,European Union (27)
1837-01-01,86966474.65226758,-486328468.5206734,665719606.7558507,European Union (27)
1838-01-01,73368221.16687554,-476656475.9112516,628126240.531705,European Union (27)
1839-01-01,60417709.77998364,-524346215.43281275,633579115.7424656,European Union (27)
1840-01-01,48139572.572404504,-519303703.7758416,575010057.587789,European Union (27)
1841-01-01,115823778.82245666,-402312746.22407305,633868786.8086164,European Union (27)
1842-01-01,102225525.33640552,-450056893.85098535,653151285.9150734,European Union (27)
1843-01-01,89275013.94950175,-485399860.99464875,639661179.3422867,European Union (27)
1844-01-01,76996876.74253428,-489727906.1727416,646597736.3078085,European Union (27)
1845-01-01,144681083.87132156,-410854502.9565622,697614893.6490637,European Union (27)
1846-01-01,131082831.26264668,-418134244.71839327,709268064.9178541,European Union (27)
1847-01-01,118132320.75331968,-449296194.20500785,658845174.9633354,European Union (27)
1848-01-01,105854184.42282945,-450696897.8785154,689313227.811489,European Union (27)
1849-01-01,173538391.5516799,-381980468.2722274,715288810.0144111,European Union (27)
1850-01-01,159940138.94339198,-403780642.0079165,684624136.0218979,European Union (27)
1851-01-01,146989628.43363476,-395920725.032637,712563894.1166148,European Union (27)
1852-01-01,134712497.33115613,-423654849.68797463,649790326.3260522,European Union (27)
1853-01-01,202397712.44284862,-334778719.76680315,785450980.0662159,European Union (27)
1854-01-01,188800465.06182712,-350576560.63121015,781012335.7024795,European Union (27)
1855-01-01,175850959.78015774,-463474416.601731,737896603.0592227,European Union (27)
1856-01-01,163573828.67813426,-404456943.38534266,695802251.3943846,European Union (27)
1857-01-01,231259043.78922033,-360392410.3754545,822407742.0109372,European Union (27)
1858-01-01,217661796.40890497,-338676304.0525481,768084886.1420528,European Union (27)
1859-01-01,204712293.93752706,-325446245.1801873,774326612.6597234,European Union (27)
1860-01-01,192435165.6454975,-363399170.97647786,716977585.504127,European Union (27)
1861-01-01,260120383.57467884,-287228658.0663529,813790754.1753504,European Union (27)
1862-01-01,246523139.00413626,-357820669.92082787,801463500.4592272,European Union (27)
1863-01-01,233573636.53331983,-325205552.64489585,816622562.9107397,European Union (27)
1864-01-01,221296508.24140376,-347257388.77010596,760149416.0312266,European Union (27)
1865-01-01,288981726.17050433,-244202265.08145645,860564150.0395308,European Union (27)
1866-01-01,275384481.600156,-242552654.49553713,795445030.8763415,European Union (27)
1867-01-01,263093686.1547041,-304688935.78105545,838268156.9395652,European Union (27)
1868-01-01,251475264.88821518,-346102960.21904945,785527770.214312,European Union (27)
1869-01-01,319820994.52000284,-259088470.59424093,835139370.8618124,European Union (27)
1870-01-01,306882456.97549087,-272090565.5467539,920088106.5795068,European Union (27)
1871-01-01,294591661.52970886,-264100449.39682442,870905588.9926444,European Union (27)
1872-01-01,282973240.2636002,-263828689.1974965,846807489.1144089,European Union (27)
1873-01-01,351318969.8953398,-260854884.94881132,871994874.4858693,European Union (27)
1874-01-01,340271291.5655168,-195532129.05703405,890541338.8890743,European Union (27)
1875-01-01,329871355.33528763,-243622843.33734065,885170850.8371255,European Union (27)
1876-01-01,320143793.2841365,-234412849.12386146,899188415.5293074,European Union (27)
1877-01-01,390385562.5673337,-208010733.02759162,921717775.6406759,European Union (27)
1878-01-01,379337884.23746073,-192487071.37310842,1033302740.5780745,European Union (27)
1879-01-01,368937948.0070456,-179742750.56166932,951422620.2523851,European Union (27)
1880-01-01,359210385.95551574,-209664445.27743542,895004826.701144,European Union (27)
1881-01-01,432145496.82334423,-98394520.74959035,978588501.5627363,European Union (27)
1882-01-01,423783801.2219071,-157152039.023584,1027873653.202873,European Union (27)
1883-01-01,416069847.71909297,-135309293.0579418,985655250.4357146,European Union (27)
1884-01-01,409028268.395654,-161818737.86633807,955865703.6865826,European Union (27)
1885-01-01,481963379.26377887,-67792452.3106807,1040611172.1781453,European Union (27)
1886-01-01,473601683.66190326,-81824203.87957789,1027884884.3799189,European Union (27)
1887-01-01,465887730.15920985,-58032389.223587535,1021469407.8750365,European Union (27)
1888-01-01,458846150.8359853,-101117451.92777249,1034329410.9155445,European Union (27)
1889-01-01,534885061.44199187,-50979415.15600109,1067792044.393631,European Union (27)
1890-01-01,529618685.25126326,-43431031.97215561,1087747281.5900097,European Union (27)
1891-01-01,525000051.16000164,1741502.1068071125,1068187065.9042358,European Union (27)
1892-01-01,521053791.2475058,-28236307.198495585,1094909526.7319863,European Union (27)
1893-01-01,597092701.8536837,6374233.7052775435,1140686348.0839908,European Union (27)
1894-01-01,591826325.663198,12222088.723716954,1173078857.8468962,European Union (27)
1895-01-01,587207691.5719316,29408897.033707593,1133673403.2936406,European Union (27)
1896-01-01,586342012.3867002,32734775.90947836,1178792035.8429964,European Union (27)
1897-01-01,665469943.6671768,104636674.46074542,1167318629.3628373,European Union (27)
1898-01-01,663284148.2040392,79489594.46506183,1200500247.641753,European Union (27)
1899-01-01,661746094.839653,114914999.3891974,1218465844.7166278,European Union (27)
1900-01-01,660880415.6548014,51590344.08760919,1241785555.5092974,European Union (27)
1901-01-01,660710686.0068848,107748415.47428733,1172716685.8087523,European Union (27)
1902-01-01,661259390.5934515,90701106.49779123,1219198550.6541874,European Union (27)
1903-01-01,665356197.9603186,103979511.56466465,1215594769.5855618,European Union (27)
1904-01-01,670213010.0954126,158837192.90911067,1204873962.6834185,European Union (27)
1905-01-01,743681703.3170768,168907184.74564964,1302290515.7674918,European Union (27)
1906-01-01,747038714.5872715,159901917.64685333,1264802363.6734295,European Union (27)
1907-01-01,751135521.9538434,192178690.14984962,1343263026.3269556,European Union (27)
1908-01-01,755992334.0892372,182817581.02116615,1287198830.0583472,European Union (27)
1909-01-01,829461027.3108532,256168040.23859102,1423642477.315137,European Union (27)
1910-01-01,832818038.580735,236241449.34655893,1382953287.6382914,European Union (27)
1911-01-01,839475015.8525889,286325814.4853013,1426246823.7779558,European Union (27)
1912-01-01,846891997.8929026,240127428.60602596,1383043294.3155038,European Union (27)
1913-01-01,922927875.1835245,384599701.1227304,1510749557.3501413,European Union (27)
1914-01-01,928845056.3584901,397264772.5716671,1548051197.4512398,European Union (27)
1915-01-01,935502033.6301734,410019094.00450915,1501362274.8335242,European Union (27)
1916-01-01,942919015.6704743,358971549.75977373,1499798298.4105601,European Union (27)
1917-01-01,1018954892.9612377,456829327.6591884,1597557358.0064924,European Union (27)
1918-01-01,1027598285.6389703,465056067.723281,1539792521.1929214,European Union (27)
1919-01-01,1036981474.4132102,480555416.2893728,1581279589.7882295,European Union (27)
1920-01-01,1047124667.9560978,476223563.14437854,1591886667.42494,European Union (27)
1921-01-01,1125894225.8220637,608845926.4351013,1670250923.263169,European Union (27)
1922-01-01,1134537618.4997332,561603430.6207187,1706188252.4098837,European Union (27)
1923-01-01,1143920807.2740917,601285893.5870134,1720234124.5734067,European Union (27)
1924-01-01,1154064000.8169303,567447910.8331136,1718230673.4157863,European Union (27)
1925-01-01,1235314977.7742248,713815737.6909231,1816096369.8259628,European Union (27)
1926-01-01,1246433009.709878,664831973.5292805,1791479579.781597,European Union (27)
1927-01-01,1258290837.7419753,683612700.7036163,1804827155.6789854,European Union (27)
1928-01-01,1270908670.5425606,713694933.7142361,1816476785.3818867,European Union (27)
1929-01-01,1352159647.499865,776751413.4909806,1919462000.6165934,European Union (27)
1930-01-01,1363277679.4353228,807818295.6121135,1945026516.3313348,European Union (27)
1931-01-01,1375135507.4674256,799245711.0479434,1932326351.5664706,European Union (27)
1932-01-01,1387753340.2680252,827944804.8401909,1996171252.2313478,European Union (27)
1933-01-01,1470126214.1645489,920049241.8451031,2030971390.2462027,European Union (27)
1934-01-01,1482363077.7469888,938281599.0004058,2050051119.4691818,European Union (27)
1935-01-01,1495339737.426228,926958383.1339858,2046084890.2835426,European Union (27)
1936-01-01,1509076401.8737807,946930861.462676,2055107675.3731813,European Union (27)
1937-01-01,1591449275.7703087,1049308163.6749152,2129212585.7908015,European Union (27)
1938-01-01,1603686139.3527458,1043682091.0460664,2186509040.8694515,European Union (27)
1939-01-01,1616662799.0318413,1028794856.0220122,2158609816.229511,European Union (27)
1940-01-01,1630400087.4597554,1069112938.6742911,2193188958.698085,European Union (27)
1941-01-01,1712773587.0460973,1187107086.4097219,2276865269.035074,European Union (27)
1942-01-01,1725011074.6088958,1168434669.553263,2312436796.0734167,European Union (27)
1943-01-01,1737988358.268382,1182933299.8417482,2305297018.79355,European Union (27)
1944-01-01,1751725646.6963577,1218926600.2392876,2283301153.8585515,European Union (27)
1945-01-01,1834099146.282687,1252222034.7111962,2393913019.4366374,European Union (27)
1946-01-01,1846336633.8454676,1290618306.444838,2392255993.977145,European Union (27)
1947-01-01,1859313917.5048947,1302786022.3603463,2409057702.5112963,European Union (27)
1948-01-01,1873051388.1710482,1329074236.2064638,2424926910.8076034,European Union (27)
1949-01-01,1955425070.4947762,1436636475.4280193,2551058853.533425,European Union (27)
1950-01-01,1967662740.295705,1441183191.1383348,2516172575.8169227,European Union (27)
1951-01-01,1980640206.1932497,1414464997.5626702,2556553044.6487775,European Union (27)
1952-01-01,1994377676.8593988,1436506599.6688533,2543064952.912253,European Union (27)
1953-01-01,2076751359.183095,1505208968.9574769,2660845939.4820485,European Union (27)
1954-01-01,2088989028.9840858,1554345489.662646,2653178643.985143,European Union (27)
1955-01-01,2101966494.8788288,1506097539.3864613,2648454328.4137945,European Union (27)
1956-01-01,2115703965.5421338,1565891841.1100855,2699389053.5312157,European Union (27)
1957-01-01,2198077647.8630586,1647239073.4075046,2727590031.1317415,European Union (27)
1958-01-01,2210315317.661195,1660106905.409248,2771730198.608643,European Union (27)
1959-01-01,2223292783.55599,1689738657.1645792,2810615192.4304876,European Union (27)
1960-01-01,2237030254.219284,1689807531.4224193,2799294326.72761,European Union (27)
1961-01-01,2319403936.540202,1754058754.2594965,2895499569.796999,European Union (27)
1962-01-01,2331641606.4106116,1757611201.1386642,2881215121.102978,European Union (27)
1963-01-01,2344619072.3776436,1796136315.929411,2903682171.70052,European Union (27)
1964-01-01,2358356543.1131983,1789939124.1021416,2915310123.3135448,European Union (27)
1965-01-01,2440730225.5065956,1904482264.0594642,3026877529.5775185,European Union (27)
1966-01-01,2452967895.377,1925480473.0154054,2989590237.2930207,European Union (27)
1967-01-01,2465945361.344037,1933813969.5200832,3068101550.657064,European Union (27)
1968-01-01,2479682832.079591,1959442678.7694242,3026704413.712552,European Union (27)
1969-01-01,2562056514.472991,2014863155.4611268,3136047815.331784,European Union (27)
1970-01-01,2574294003.8069706,1983608502.0715742,3129787572.988069,European Union (27)
1971-01-01,2587271289.2375975,2033322960.595149,3165652624.183946,European Union (27)
1972-01-01,2601008579.436739,2055865907.8161812,3147391822.767273,European Union (27)
1973-01-01,2683382080.799098,2112417407.7481594,3268055120.86549,European Union (27)
1974-01-01,2695619570.1330714,2113418359.2930717,3233481324.2315006,European Union (27)
1975-01-01,2708596855.5637064,2157306752.288979,3231239089.577294,European Union (27)
1976-01-01,2722334145.7628455,2162064472.363025,3275896412.522063,European Union (27)
1977-01-01,2800229412.302623,2277623305.0749574,3333501842.5663476,European Union (27)
1978-01-01,2808000902.4282823,2272045398.6459193,3385876478.0243454,European Union (27)
1979-01-01,2816512188.6506104,2237032994.5683517,3351637386.774247,European Union (27)
1980-01-01,2825783479.6414456,2278751042.146561,3406915386.3225985,European Union (27)
1981-01-01,2903678746.1812057,2313494690.543645,3472331150.858725,European Union (27)
1982-01-01,2911450236.3068933,2334824459.684707,3457396247.53245,European Union (27)
1983-01-01,2919961522.529214,2358290086.9483347,3516664752.280179,European Union (27)
1984-01-01,2929232813.5200233,2379527808.14235,3455266161.638333,European Union (27)
1985-01-01,3007128080.059826,2455243786.9652963,3565290335.9952745,European Union (27)
1986-01-01,3014899570.1854606,2438581679.312278,3552224890.115739,European Union (27)
1987-01-01,3023410856.4078298,2449811780.834301,3561083124.1990886,European Union (27)
